images/roost-positive-rotated/IMG_7230_Small_rot0.png 1 71 109 22 22
images/roost-positive-rotated/IMG_7230_Small_rot3.png 1 76 116 24 24
images/roost-positive-rotated/IMG_7230_Small_rot6.png 1 82 123 25 25
images/roost-positive-rotated/IMG_7230_Small_rot9.png 1 87 130 26 26
images/roost-positive-rotated/IMG_7230_Small_rot12.png 1 92 137 27 27
images/roost-positive-rotated/IMG_7230_Small_rot15.png 1 96 143 28 28
images/roost-positive-rotated/IMG_7230_Small_rot18.png 1 101 149 28 28
images/roost-positive-rotated/IMG_7230_Small_rot21.png 1 105 154 29 29
images/roost-positive-rotated/IMG_7230_Small_rot24.png 1 109 159 30 30
images/roost-positive-rotated/IMG_7230_Small_rot27.png 1 112 163 31 31
images/roost-positive-rotated/IMG_7230_Small_rot30.png 1 115 167 32 31
images/roost-positive-rotated/IMG_7230_Small_rot33.png 1 118 171 32 31
images/roost-positive-rotated/IMG_7230_Small_rot36.png 1 121 174 32 32
images/roost-positive-rotated/IMG_7230_Small_rot39.png 1 123 177 32 32
images/roost-positive-rotated/IMG_7230_Small_rot42.png 1 125 179 32 32
images/roost-positive-rotated/IMG_7230_Small_rot45.png 1 127 181 32 32
images/roost-positive-rotated/IMG_7230_Small_rot48.png 1 128 182 32 32
images/roost-positive-rotated/IMG_7230_Small_rot51.png 1 129 182 32 32
images/roost-positive-rotated/IMG_7230_Small_rot54.png 1 129 182 32 32
images/roost-positive-rotated/IMG_7230_Small_rot57.png 1 130 182 31 32
images/roost-positive-rotated/IMG_7230_Small_rot60.png 1 129 181 31 31
images/roost-positive-rotated/IMG_7230_Small_rot63.png 1 129 180 30 31
images/roost-positive-rotated/IMG_7230_Small_rot66.png 1 128 178 30 30
images/roost-positive-rotated/IMG_7230_Small_rot69.png 1 127 176 29 29
images/roost-positive-rotated/IMG_7230_Small_rot72.png 1 125 173 29 29
images/roost-positive-rotated/IMG_7230_Small_rot75.png 1 123 170 28 28
images/roost-positive-rotated/IMG_7230_Small_rot78.png 1 121 166 27 27
images/roost-positive-rotated/IMG_7230_Small_rot81.png 1 118 162 26 26
images/roost-positive-rotated/IMG_7230_Small_rot84.png 1 115 157 26 25
images/roost-positive-rotated/IMG_7230_Small_rot87.png 1 112 152 24 24
images/roost-positive-rotated/IMG_7230_Small_rot90.png 1 109 147 22 22
images/roost-positive-rotated/IMG_7230_Small_rot93.png 1 116 156 24 24
images/roost-positive-rotated/IMG_7230_Small_rot96.png 1 123 165 25 26
images/roost-positive-rotated/IMG_7230_Small_rot99.png 1 130 174 26 26
images/roost-positive-rotated/IMG_7230_Small_rot102.png 1 137 183 27 27
images/roost-positive-rotated/IMG_7230_Small_rot105.png 1 143 190 28 28
images/roost-positive-rotated/IMG_7230_Small_rot108.png 1 149 198 28 28
images/roost-positive-rotated/IMG_7230_Small_rot111.png 1 154 204 29 30
images/roost-positive-rotated/IMG_7230_Small_rot114.png 1 159 211 30 30
images/roost-positive-rotated/IMG_7230_Small_rot117.png 1 163 216 31 31
images/roost-positive-rotated/IMG_7230_Small_rot120.png 1 167 221 31 31
images/roost-positive-rotated/IMG_7230_Small_rot123.png 1 171 226 31 31
images/roost-positive-rotated/IMG_7230_Small_rot126.png 1 174 230 32 31
images/roost-positive-rotated/IMG_7230_Small_rot129.png 1 177 233 32 32
images/roost-positive-rotated/IMG_7230_Small_rot132.png 1 179 235 32 32
images/roost-positive-rotated/IMG_7230_Small_rot135.png 1 181 237 32 32
images/roost-positive-rotated/IMG_7230_Small_rot138.png 1 182 238 32 32
images/roost-positive-rotated/IMG_7230_Small_rot141.png 1 182 239 32 32
images/roost-positive-rotated/IMG_7230_Small_rot144.png 1 182 239 32 32
images/roost-positive-rotated/IMG_7230_Small_rot147.png 1 182 238 32 32
images/roost-positive-rotated/IMG_7230_Small_rot150.png 1 181 237 31 31
images/roost-positive-rotated/IMG_7230_Small_rot153.png 1 180 235 31 30
images/roost-positive-rotated/IMG_7230_Small_rot156.png 1 178 232 30 30
images/roost-positive-rotated/IMG_7230_Small_rot159.png 1 176 229 29 29
images/roost-positive-rotated/IMG_7230_Small_rot162.png 1 173 225 29 28
images/roost-positive-rotated/IMG_7230_Small_rot165.png 1 170 220 28 28
images/roost-positive-rotated/IMG_7230_Small_rot168.png 1 166 215 27 27
images/roost-positive-rotated/IMG_7230_Small_rot171.png 1 162 209 26 26
images/roost-positive-rotated/IMG_7230_Small_rot174.png 1 157 203 25 25
images/roost-positive-rotated/IMG_7230_Small_rot177.png 1 152 196 24 24
images/roost-positive-rotated/IMG_7230_Small_rot180.png 1 147 189 22 23
images/roost-positive-rotated/IMG_7230_Small_rot183.png 1 156 192 24 24
images/roost-positive-rotated/IMG_7230_Small_rot186.png 1 165 195 26 25
images/roost-positive-rotated/IMG_7230_Small_rot189.png 1 174 197 26 26
images/roost-positive-rotated/IMG_7230_Small_rot192.png 1 183 199 27 27
images/roost-positive-rotated/IMG_7230_Small_rot195.png 1 190 200 28 28
images/roost-positive-rotated/IMG_7230_Small_rot198.png 1 198 201 28 29
images/roost-positive-rotated/IMG_7230_Small_rot201.png 1 204 201 30 30
images/roost-positive-rotated/IMG_7230_Small_rot204.png 1 211 201 30 30
images/roost-positive-rotated/IMG_7230_Small_rot207.png 1 216 200 31 31
images/roost-positive-rotated/IMG_7230_Small_rot210.png 1 221 199 31 31
images/roost-positive-rotated/IMG_7230_Small_rot213.png 1 226 197 31 31
images/roost-positive-rotated/IMG_7230_Small_rot216.png 1 230 194 31 32
images/roost-positive-rotated/IMG_7230_Small_rot219.png 1 233 191 32 32
images/roost-positive-rotated/IMG_7230_Small_rot222.png 1 235 187 32 33
images/roost-positive-rotated/IMG_7230_Small_rot225.png 1 237 183 32 32
images/roost-positive-rotated/IMG_7230_Small_rot228.png 1 238 179 32 32
images/roost-positive-rotated/IMG_7230_Small_rot231.png 1 239 174 32 32
images/roost-positive-rotated/IMG_7230_Small_rot234.png 1 239 168 32 32
images/roost-positive-rotated/IMG_7230_Small_rot237.png 1 238 162 32 31
images/roost-positive-rotated/IMG_7230_Small_rot240.png 1 237 155 31 32
images/roost-positive-rotated/IMG_7230_Small_rot243.png 1 235 149 30 30
images/roost-positive-rotated/IMG_7230_Small_rot246.png 1 232 141 30 30
images/roost-positive-rotated/IMG_7230_Small_rot249.png 1 229 134 29 29
images/roost-positive-rotated/IMG_7230_Small_rot252.png 1 225 125 28 29
images/roost-positive-rotated/IMG_7230_Small_rot255.png 1 220 117 28 28
images/roost-positive-rotated/IMG_7230_Small_rot258.png 1 215 108 27 27
images/roost-positive-rotated/IMG_7230_Small_rot261.png 1 209 99 26 26
images/roost-positive-rotated/IMG_7230_Small_rot264.png 1 203 90 25 25
images/roost-positive-rotated/IMG_7230_Small_rot267.png 1 196 80 24 24
images/roost-positive-rotated/IMG_7230_Small_rot270.png 1 189 71 23 23
images/roost-positive-rotated/IMG_7230_Small_rot273.png 1 192 76 24 24
images/roost-positive-rotated/IMG_7230_Small_rot276.png 1 195 82 25 25
images/roost-positive-rotated/IMG_7230_Small_rot279.png 1 197 87 26 26
images/roost-positive-rotated/IMG_7230_Small_rot282.png 1 199 92 27 27
images/roost-positive-rotated/IMG_7230_Small_rot285.png 1 200 96 28 28
images/roost-positive-rotated/IMG_7230_Small_rot288.png 1 201 101 29 28
images/roost-positive-rotated/IMG_7230_Small_rot291.png 1 201 105 30 29
images/roost-positive-rotated/IMG_7230_Small_rot294.png 1 201 109 30 30
images/roost-positive-rotated/IMG_7230_Small_rot297.png 1 200 112 31 31
images/roost-positive-rotated/IMG_7230_Small_rot300.png 1 199 115 31 32
images/roost-positive-rotated/IMG_7230_Small_rot303.png 1 197 118 31 32
images/roost-positive-rotated/IMG_7230_Small_rot306.png 1 194 121 32 32
images/roost-positive-rotated/IMG_7230_Small_rot309.png 1 191 123 32 32
images/roost-positive-rotated/IMG_7230_Small_rot312.png 1 187 125 33 32
images/roost-positive-rotated/IMG_7230_Small_rot315.png 1 183 127 32 32
images/roost-positive-rotated/IMG_7230_Small_rot318.png 1 179 128 32 32
images/roost-positive-rotated/IMG_7230_Small_rot321.png 1 174 129 32 32
images/roost-positive-rotated/IMG_7230_Small_rot324.png 1 168 129 32 32
images/roost-positive-rotated/IMG_7230_Small_rot327.png 1 162 130 31 31
images/roost-positive-rotated/IMG_7230_Small_rot330.png 1 155 129 32 31
images/roost-positive-rotated/IMG_7230_Small_rot333.png 1 149 129 30 30
images/roost-positive-rotated/IMG_7230_Small_rot336.png 1 141 128 30 30
images/roost-positive-rotated/IMG_7230_Small_rot339.png 1 134 127 29 29
images/roost-positive-rotated/IMG_7230_Small_rot342.png 1 125 125 29 29
images/roost-positive-rotated/IMG_7230_Small_rot345.png 1 117 123 28 28
images/roost-positive-rotated/IMG_7230_Small_rot348.png 1 108 121 27 27
images/roost-positive-rotated/IMG_7230_Small_rot351.png 1 99 118 26 26
images/roost-positive-rotated/IMG_7230_Small_rot354.png 1 90 115 25 26
images/roost-positive-rotated/IMG_7230_Small_rot357.png 1 80 112 24 24
images/roost-positive-rotated/IMG_7232_Small_rot0.png 1 154 172 27 26
images/roost-positive-rotated/IMG_7232_Small_rot3.png 1 162 174 30 29
images/roost-positive-rotated/IMG_7232_Small_rot6.png 1 171 177 30 29
images/roost-positive-rotated/IMG_7232_Small_rot9.png 1 179 179 31 31
images/roost-positive-rotated/IMG_7232_Small_rot12.png 1 186 180 33 32
images/roost-positive-rotated/IMG_7232_Small_rot15.png 1 193 181 34 33
images/roost-positive-rotated/IMG_7232_Small_rot18.png 1 199 181 35 34
